product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2
P0005,S0040,2017-01-02,0.0,0.0,7.0,33.9,PR14,,PR03,,,
P0005,S0043,2017-01-02,0.0,0.0,7.0,33.9,PR14,,PR03,,,
P0005,S0050,2017-01-02,0.0,0.0,5.0,33.9,PR14,,PR03,,,
P0005,S0051,2017-01-02,0.0,0.0,4.0,33.9,PR14,,PR03,,,
P0005,S0056,2017-01-02,0.0,0.0,4.0,33.9,PR14,,PR03,,,
P0005,S0065,2017-01-02,0.0,0.0,4.0,33.9,PR14,,PR03,,,
P0005,S0066,2017-01-02,0.0,0.0,6.0,33.9,PR14,,PR03,,,
P0005,S0085,2017-01-02,0.0,0.0,17.0,33.9,PR14,,PR03,,,
P0005,S0087,2017-01-02,0.0,0.0,4.0,33.9,PR14,,PR03,,,
P0005,S0097,2017-01-02,0.0,0.0,6.0,33.9,PR14,,PR03,,,
P0005,S0102,2017-01-02,0.0,0.0,4.0,33.9,PR14,,PR03,,,
P0005,S0104,2017-01-02,0.0,0.0,3.0,33.9,PR14,,PR03,,,
P0005,S0108,2017-01-02,0.0,0.0,5.0,33.9,PR14,,PR03,,,
P0005,S0110,2017-01-02,0.0,0.0,7.0,33.9,PR14,,PR03,,,
P0005,S0113,2017-01-02,0.0,0.0,5.0,33.9,PR14,,PR03,,,
P0005,S0132,2017-01-02,0.0,0.0,5.0,33.9,PR14,,PR03,,,
P0005,S0138,2017-01-02,0.0,0.0,5.0,33.9,PR14,,PR03,,,
P0005,S0142,2017-01-02,0.0,0.0,2.0,33.9,PR14,,PR03,,,
P0011,S0001,2017-01-02,0.0,0.0,10.0,49.9,PR14,,PR03,,,
P0011,S0002,2017-01-02,0.0,0.0,9.0,49.9,PR14,,PR03,,,
P0011,S0013,2017-01-02,0.0,0.0,4.0,49.9,PR14,,PR03,,,
P0011,S0038,2017-01-02,0.0,0.0,9.0,49.9,PR14,,PR03,,,
P0011,S0040,2017-01-02,0.0,0.0,4.0,49.9,PR14,,PR03,,,
P0011,S0043,2017-01-02,0.0,0.0,2.0,49.9,PR14,,PR03,,,
P0011,S0056,2017-01-02,0.0,0.0,4.0,49.9,PR14,,PR03,,,
P0011,S0066,2017-01-02,0.0,0.0,5.0,49.9,PR14,,PR03,,,
P0011,S0085,2017-01-02,0.0,0.0,1.0,49.9,PR14,,PR03,,,
P0011,S0094,2017-01-02,0.0,0.0,3.0,49.9,PR14,,PR03,,,
P0011,S0104,2017-01-02,0.0,0.0,8.0,49.9,PR14,,PR03,,,
P0011,S0108,2017-01-02,0.0,0.0,8.0,49.9,PR14,,PR03,,,
P0011,S0115,2017-01-02,0.0,0.0,2.0,49.9,PR14,,PR03,,,
P0011,S0132,2017-01-02,0.0,0.0,9.0,49.9,PR14,,PR03,,,
P0014,S0085,2017-01-02,0.0,0.0,1.0,59.99,PR14,,PR03,,,
P0014,S0097,2017-01-02,0.0,0.0,1.0,59.99,PR14,,PR03,,,
P0015,S0001,2017-01-02,1.0,2.41,20.0,2.6,PR14,,PR03,,,
P0015,S0002,2017-01-02,1.0,2.41,19.0,2.6,PR14,,PR03,,,
P0015,S0003,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0004,2017-01-02,0.0,0.0,11.0,2.6,PR14,,PR03,,,
P0015,S0008,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0009,2017-01-02,0.0,0.0,20.0,2.6,PR14,,PR03,,,
P0015,S0011,2017-01-02,0.0,0.0,7.0,2.6,PR14,,PR03,,,
P0015,S0012,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0013,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0014,2017-01-02,0.0,0.0,14.0,2.6,PR14,,PR03,,,
P0015,S0016,2017-01-02,0.0,0.0,16.0,2.6,PR14,,PR03,,,
P0015,S0021,2017-01-02,0.0,0.0,9.0,2.6,PR14,,PR03,,,
P0015,S0023,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0024,2017-01-02,0.0,0.0,16.0,2.6,PR14,,PR03,,,
P0015,S0026,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0030,2017-01-02,0.0,0.0,4.0,2.6,PR14,,PR03,,,
P0015,S0031,2017-01-02,0.0,0.0,15.0,2.6,PR14,,PR03,,,
P0015,S0032,2017-01-02,1.0,2.41,14.0,2.6,PR14,,PR03,,,
P0015,S0033,2017-01-02,0.0,0.0,2.0,2.6,PR14,,PR03,,,
P0015,S0034,2017-01-02,0.0,0.0,9.0,2.6,PR14,,PR03,,,
P0015,S0035,2017-01-02,0.0,0.0,8.0,2.6,PR14,,PR03,,,
P0015,S0038,2017-01-02,0.0,0.0,18.0,2.6,PR14,,PR03,,,
P0015,S0039,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0040,2017-01-02,1.0,2.41,10.0,2.6,PR14,,PR03,,,
P0015,S0043,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0049,2017-01-02,0.0,0.0,15.0,2.6,PR14,,PR03,,,
P0015,S0050,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0051,2017-01-02,0.0,0.0,18.0,2.6,PR14,,PR03,,,
P0015,S0053,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0054,2017-01-02,0.0,0.0,8.0,2.6,PR14,,PR03,,,
P0015,S0055,2017-01-02,0.0,0.0,10.0,2.6,PR14,,PR03,,,
P0015,S0056,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0062,2017-01-02,0.0,0.0,24.0,2.6,PR14,,PR03,,,
P0015,S0063,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0066,2017-01-02,0.0,0.0,22.0,2.6,PR14,,PR03,,,
P0015,S0067,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0068,2017-01-02,1.0,2.41,13.0,2.6,PR14,,PR03,,,
P0015,S0070,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0074,2017-01-02,0.0,0.0,7.0,2.6,PR14,,PR03,,,
P0015,S0077,2017-01-02,0.0,0.0,1.0,2.6,PR14,,PR03,,,
P0015,S0078,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0080,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0082,2017-01-02,1.0,2.41,4.0,2.6,PR14,,PR03,,,
P0015,S0083,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0085,2017-01-02,1.0,2.41,50.0,2.6,PR14,,PR03,,,
P0015,S0086,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0087,2017-01-02,0.0,0.0,2.0,2.6,PR14,,PR03,,,
P0015,S0088,2017-01-02,0.0,0.0,23.0,2.6,PR14,,PR03,,,
P0015,S0089,2017-01-02,0.0,0.0,10.0,2.6,PR14,,PR03,,,
P0015,S0091,2017-01-02,0.0,0.0,16.0,2.6,PR14,,PR03,,,
P0015,S0093,2017-01-02,0.0,0.0,8.0,2.6,PR14,,PR03,,,
P0015,S0094,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0096,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0097,2017-01-02,0.0,0.0,23.0,2.6,PR14,,PR03,,,
P0015,S0099,2017-01-02,0.0,0.0,11.0,2.6,PR14,,PR03,,,
P0015,S0102,2017-01-02,0.0,0.0,13.0,2.6,PR14,,PR03,,,
P0015,S0104,2017-01-02,0.0,0.0,11.0,2.6,PR14,,PR03,,,
P0015,S0107,2017-01-02,0.0,0.0,3.0,2.6,PR14,,PR03,,,
P0015,S0108,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0110,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0113,2017-01-02,0.0,0.0,25.0,2.6,PR14,,PR03,,,
P0015,S0115,2017-01-02,0.0,0.0,33.0,2.6,PR14,,PR03,,,
P0015,S0116,2017-01-02,0.0,0.0,9.0,2.6,PR14,,PR03,,,
P0015,S0117,2017-01-02,0.0,0.0,7.0,2.6,PR14,,PR03,,,
P0015,S0119,2017-01-02,0.0,0.0,13.0,2.6,PR14,,PR03,,,
P0015,S0120,2017-01-02,0.0,0.0,4.0,2.6,PR14,,PR03,,,
P0015,S0122,2017-01-02,0.0,0.0,5.0,2.6,PR14,,PR03,,,
P0015,S0124,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0125,2017-01-02,0.0,0.0,11.0,2.6,PR14,,PR03,,,
P0015,S0126,2017-01-02,0.0,0.0,33.0,2.6,PR14,,PR03,,,
P0015,S0130,2017-01-02,1.0,2.41,10.0,2.6,PR14,,PR03,,,
P0015,S0131,2017-01-02,0.0,0.0,6.0,2.6,PR14,,PR03,,,
P0015,S0132,2017-01-02,0.0,0.0,10.0,2.6,PR14,,PR03,,,
P0015,S0135,2017-01-02,0.0,0.0,10.0,2.6,PR14,,PR03,,,
P0015,S0138,2017-01-02,0.0,0.0,16.0,2.6,PR14,,PR03,,,
P0015,S0140,2017-01-02,0.0,0.0,8.0,2.6,PR14,,PR03,,,
P0015,S0141,2017-01-02,0.0,0.0,9.0,2.6,PR14,,PR03,,,
P0015,S0142,2017-01-02,0.0,0.0,12.0,2.6,PR14,,PR03,,,
P0015,S0143,2017-01-02,0.0,0.0,8.0,2.6,PR14,,PR03,,,
P0016,S0032,2017-01-02,1.0,1.85,19.0,2.0,PR14,,PR03,,,
P0017,S0001,2017-01-02,0.0,0.0,13.0,1.49,PR14,,PR03,,,
P0017,S0002,2017-01-02,0.0,0.0,12.0,1.49,PR14,,PR03,,,
P0017,S0004,2017-01-02,0.0,0.0,26.0,1.49,PR14,,PR03,,,
P0017,S0008,2017-01-02,1.0,1.38,17.0,1.49,PR14,,PR03,,,
P0017,S0010,2017-01-02,0.0,0.0,21.0,1.49,PR14,,PR03,,,
P0017,S0012,2017-01-02,1.0,1.38,10.0,1.49,PR14,,PR03,,,
P0017,S0013,2017-01-02,0.0,0.0,127.0,1.49,PR14,,PR03,,,
P0017,S0015,2017-01-02,2.0,2.76,9.0,1.49,PR14,,PR03,,,
P0017,S0018,2017-01-02,0.0,0.0,23.0,1.49,PR14,,PR03,,,
P0017,S0020,2017-01-02,3.0,4.14,39.0,1.49,PR14,,PR03,,,
P0017,S0022,2017-01-02,0.0,0.0,20.0,1.49,PR14,,PR03,,,
P0017,S0023,2017-01-02,0.0,0.0,27.0,1.49,PR14,,PR03,,,
P0017,S0024,2017-01-02,0.0,0.0,59.0,1.49,PR14,,PR03,,,
P0017,S0025,2017-01-02,1.0,1.38,7.0,1.49,PR14,,PR03,,,
P0017,S0026,2017-01-02,0.0,0.0,59.0,1.49,PR14,,PR03,,,
P0017,S0027,2017-01-02,1.0,1.38,49.0,1.49,PR14,,PR03,,,
P0017,S0028,2017-01-02,5.0,4.63,0.0,,PR14,,PR03,,,
P0017,S0031,2017-01-02,0.0,0.0,40.0,1.49,PR14,,PR03,,,
P0017,S0035,2017-01-02,1.0,1.38,21.0,1.49,PR14,,PR03,,,
P0017,S0043,2017-01-02,1.0,1.38,29.0,1.49,PR14,,PR03,,,
P0017,S0045,2017-01-02,0.0,0.0,25.0,1.49,PR14,,PR03,,,
P0017,S0048,2017-01-02,9.0,8.33,0.0,,PR14,,PR03,,,
P0017,S0049,2017-01-02,0.0,0.0,44.0,1.49,PR14,,PR03,,,
P0017,S0050,2017-01-02,0.0,0.0,41.0,1.49,PR14,,PR03,,,
P0017,S0051,2017-01-02,1.0,1.38,17.0,1.49,PR14,,PR03,,,
P0017,S0052,2017-01-02,1.0,1.38,13.0,1.49,PR14,,PR03,,,
P0017,S0055,2017-01-02,0.0,0.0,46.0,1.49,PR14,,PR03,,,
P0017,S0056,2017-01-02,1.0,1.38,23.0,1.49,PR14,,PR03,,,
P0017,S0058,2017-01-02,2.0,2.76,49.0,1.49,PR14,,PR03,,,
P0017,S0060,2017-01-02,0.0,0.0,24.0,1.49,PR14,,PR03,,,
P0017,S0062,2017-01-02,2.0,2.76,47.0,1.49,PR14,,PR03,,,
P0017,S0063,2017-01-02,0.0,0.0,2.0,1.49,PR14,,PR03,,,
P0017,S0066,2017-01-02,1.0,1.38,16.0,1.49,PR14,,PR03,,,
P0017,S0067,2017-01-02,0.0,0.0,9.0,1.49,PR14,,PR03,,,
P0017,S0070,2017-01-02,0.0,0.0,49.0,1.49,PR14,,PR03,,,
P0017,S0072,2017-01-02,5.0,4.63,0.0,,PR14,,PR03,,,
P0017,S0073,2017-01-02,0.0,0.0,28.0,1.49,PR14,,PR03,,,
P0017,S0078,2017-01-02,1.0,1.38,12.0,1.49,PR14,,PR03,,,
P0017,S0081,2017-01-02,10.0,9.26,0.0,,PR14,,PR03,,,
P0017,S0082,2017-01-02,1.0,1.38,25.0,1.49,PR14,,PR03,,,
P0017,S0083,2017-01-02,0.0,0.0,5.0,1.49,PR14,,PR03,,,
P0017,S0084,2017-01-02,1.0,1.38,30.0,1.49,PR14,,PR03,,,
P0017,S0085,2017-01-02,1.0,1.38,91.0,1.49,PR14,,PR03,,,
P0017,S0087,2017-01-02,2.0,2.76,5.0,1.49,PR14,,PR03,,,
P0017,S0088,2017-01-02,0.0,0.0,38.0,1.49,PR14,,PR03,,,
P0017,S0091,2017-01-02,0.0,0.0,1.0,1.49,PR14,,PR03,,,
P0017,S0093,2017-01-02,1.0,1.38,16.0,1.49,PR14,,PR03,,,
P0017,S0094,2017-01-02,0.0,0.0,91.0,1.49,PR14,,PR03,,,
P0017,S0096,2017-01-02,0.0,0.0,22.0,1.49,PR14,,PR03,,,
P0017,S0097,2017-01-02,0.0,0.0,76.0,1.49,PR14,,PR03,,,
P0017,S0102,2017-01-02,0.0,0.0,7.0,1.49,PR14,,PR03,,,
P0017,S0103,2017-01-02,1.0,1.38,112.0,1.49,PR14,,PR03,,,
P0017,S0104,2017-01-02,0.0,0.0,83.0,1.49,PR14,,PR03,,,
P0017,S0105,2017-01-02,0.0,0.0,6.0,1.49,PR14,,PR03,,,
P0017,S0106,2017-01-02,2.0,2.76,6.0,1.49,PR14,,PR03,,,
P0017,S0107,2017-01-02,0.0,0.0,7.0,1.49,PR14,,PR03,,,
P0017,S0108,2017-01-02,0.0,0.0,23.0,1.49,PR14,,PR03,,,
P0017,S0110,2017-01-02,0.0,0.0,27.0,1.49,PR14,,PR03,,,
P0017,S0112,2017-01-02,13.0,12.04,0.0,,PR14,,PR03,,,
P0017,S0113,2017-01-02,0.0,0.0,18.0,1.49,PR14,,PR03,,,
P0017,S0115,2017-01-02,0.0,0.0,28.0,1.49,PR14,,PR03,,,
P0017,S0117,2017-01-02,0.0,0.0,8.0,1.49,PR14,,PR03,,,
P0017,S0121,2017-01-02,6.0,5.56,0.0,,PR14,,PR03,,,
P0017,S0122,2017-01-02,0.0,0.0,6.0,1.49,PR14,,PR03,,,
P0017,S0123,2017-01-02,5.0,6.9,46.0,1.49,PR14,,PR03,,,
P0017,S0125,2017-01-02,1.0,1.38,28.0,1.49,PR14,,PR03,,,
P0017,S0126,2017-01-02,2.0,2.76,19.0,1.49,PR14,,PR03,,,
P0017,S0131,2017-01-02,0.0,0.0,38.0,1.49,PR14,,PR03,,,
P0017,S0132,2017-01-02,0.0,0.0,26.0,1.49,PR14,,PR03,,,
P0017,S0137,2017-01-02,0.0,0.0,8.0,1.49,PR14,,PR03,,,
P0017,S0138,2017-01-02,2.0,2.76,35.0,1.49,PR14,,PR03,,,
P0017,S0139,2017-01-02,2.0,2.76,16.0,1.49,PR14,,PR03,,,
P0017,S0140,2017-01-02,0.0,0.0,1.0,1.49,PR14,,PR03,,,
P0017,S0142,2017-01-02,0.0,0.0,17.0,1.49,PR14,,PR03,,,
P0017,S0144,2017-01-02,0.0,0.0,5.0,1.49,PR14,,PR03,,,
P0018,S0001,2017-01-02,0.0,0.0,49.0,1.95,PR14,,PR03,,,
P0018,S0002,2017-01-02,1.0,1.81,37.0,1.95,PR14,,PR03,,,
P0018,S0003,2017-01-02,0.0,0.0,12.0,1.95,PR14,,PR03,,,
P0018,S0004,2017-01-02,0.0,0.0,17.0,1.95,PR14,,PR03,,,
P0018,S0006,2017-01-02,0.0,0.0,23.0,1.95,PR14,,PR03,,,
P0018,S0008,2017-01-02,0.0,0.0,15.0,1.95,PR14,,PR03,,,
P0018,S0009,2017-01-02,0.0,0.0,5.0,1.95,PR14,,PR03,,,
P0018,S0010,2017-01-02,0.0,0.0,8.0,1.95,PR14,,PR03,,,
P0018,S0012,2017-01-02,1.0,1.81,16.0,1.95,PR14,,PR03,,,
P0018,S0013,2017-01-02,0.0,0.0,9.0,1.95,PR14,,PR03,,,
P0018,S0014,2017-01-02,0.0,0.0,13.0,1.95,PR14,,PR03,,,
P0018,S0015,2017-01-02,2.0,3.61,4.0,1.95,PR14,,PR03,,,
P0018,S0016,2017-01-02,0.0,0.0,20.0,1.95,PR14,,PR03,,,
P0018,S0018,2017-01-02,2.0,3.61,39.0,1.95,PR14,,PR03,,,
P0018,S0019,2017-01-02,0.0,0.0,23.0,1.95,PR14,,PR03,,,
P0018,S0020,2017-01-02,0.0,0.0,14.0,1.95,PR14,,PR03,,,
P0018,S0021,2017-01-02,0.0,0.0,22.0,1.95,PR14,,PR03,,,
P0018,S0022,2017-01-02,0.0,0.0,16.0,1.95,PR14,,PR03,,,
P0018,S0023,2017-01-02,0.0,0.0,28.0,1.95,PR14,,PR03,,,
P0018,S0024,2017-01-02,0.0,0.0,27.0,1.95,PR14,,PR03,,,
P0018,S0025,2017-01-02,0.0,0.0,12.0,1.95,PR14,,PR03,,,
P0018,S0026,2017-01-02,0.0,0.0,30.0,1.95,PR14,,PR03,,,
P0018,S0027,2017-01-02,0.0,0.0,8.0,1.95,PR14,,PR03,,,
P0018,S0028,2017-01-02,2.0,3.61,0.0,,PR14,,PR03,,,
P0018,S0030,2017-01-02,1.0,1.81,5.0,1.95,PR14,,PR03,,,
P0018,S0031,2017-01-02,0.0,0.0,1.0,1.95,PR14,,PR03,,,
P0018,S0032,2017-01-02,0.0,0.0,23.0,1.95,PR14,,PR03,,,
P0018,S0033,2017-01-02,1.0,1.81,5.0,1.95,PR14,,PR03,,,
P0018,S0034,2017-01-02,0.0,0.0,20.0,1.95,PR14,,PR03,,,
P0018,S0035,2017-01-02,0.0,0.0,11.0,1.95,PR14,,PR03,,,
P0018,S0038,2017-01-02,2.0,3.61,65.0,1.95,PR14,,PR03,,,
P0018,S0039,2017-01-02,0.0,0.0,27.0,1.95,PR14,,PR03,,,
P0018,S0040,2017-01-02,0.0,0.0,15.0,1.95,PR14,,PR03,,,
P0018,S0041,2017-01-02,0.0,0.0,21.0,1.95,PR14,,PR03,,,
P0018,S0043,2017-01-02,0.0,0.0,83.0,1.95,PR14,,PR03,,,
P0018,S0044,2017-01-02,0.0,0.0,2.0,1.95,PR14,,PR03,,,
P0018,S0045,2017-01-02,0.0,0.0,8.0,1.95,PR14,,PR03,,,
P0018,S0049,2017-01-02,0.0,0.0,27.0,1.95,PR14,,PR03,,,
P0018,S0050,2017-01-02,0.0,0.0,21.0,1.95,PR14,,PR03,,,
P0018,S0051,2017-01-02,1.0,1.81,9.0,1.95,PR14,,PR03,,,
P0018,S0052,2017-01-02,0.0,0.0,42.0,1.95,PR14,,PR03,,,
P0018,S0053,2017-01-02,1.0,1.81,9.0,1.95,PR14,,PR03,,,
P0018,S0055,2017-01-02,0.0,0.0,48.0,1.95,PR14,,PR03,,,
P0018,S0056,2017-01-02,1.0,1.81,2.0,1.95,PR14,,PR03,,,
P0018,S0058,2017-01-02,0.0,0.0,22.0,1.95,PR14,,PR03,,,
P0018,S0062,2017-01-02,0.0,0.0,34.0,1.95,PR14,,PR03,,,
P0018,S0063,2017-01-02,0.0,0.0,15.0,1.95,PR14,,PR03,,,
P0018,S0065,2017-01-02,0.0,0.0,22.0,1.95,PR14,,PR03,,,
P0018,S0066,2017-01-02,0.0,0.0,23.0,1.95,PR14,,PR03,,,
P0018,S0067,2017-01-02,0.0,0.0,19.0,1.95,PR14,,PR03,,,
P0018,S0068,2017-01-02,0.0,0.0,5.0,1.95,PR14,,PR03,,,
P0018,S0070,2017-01-02,0.0,0.0,14.0,1.95,PR14,,PR03,,,
P0018,S0073,2017-01-02,0.0,0.0,21.0,1.95,PR14,,PR03,,,
P0018,S0074,2017-01-02,1.0,1.81,13.0,1.95,PR14,,PR03,,,
P0018,S0077,2017-01-02,0.0,0.0,1.0,1.95,PR14,,PR03,,,
P0018,S0078,2017-01-02,0.0,0.0,16.0,1.95,PR14,,PR03,,,
P0018,S0080,2017-01-02,0.0,0.0,2.0,1.95,PR14,,PR03,,,
P0018,S0082,2017-01-02,0.0,0.0,14.0,1.95,PR14,,PR03,,,
P0018,S0083,2017-01-02,0.0,0.0,18.0,1.95,PR14,,PR03,,,
P0018,S0084,2017-01-02,4.0,7.22,16.0,1.95,PR14,,PR03,,,
P0018,S0085,2017-01-02,0.0,0.0,16.0,1.95,PR14,,PR03,,,
P0018,S0086,2017-01-02,0.0,0.0,6.0,1.95,PR14,,PR03,,,
P0018,S0087,2017-01-02,0.0,0.0,14.0,1.95,PR14,,PR03,,,
P0018,S0088,2017-01-02,0.0,0.0,24.0,1.95,PR14,,PR03,,,
P0018,S0089,2017-01-02,0.0,0.0,20.0,1.95,PR14,,PR03,,,
P0018,S0090,2017-01-02,0.0,0.0,20.0,1.95,PR14,,PR03,,,
P0018,S0091,2017-01-02,0.0,0.0,2.0,1.95,PR14,,PR03,,,
P0018,S0093,2017-01-02,0.0,0.0,2.0,1.95,PR14,,PR03,,,
P0018,S0094,2017-01-02,0.0,0.0,17.0,1.95,PR14,,PR03,,,
P0018,S0095,2017-01-02,0.0,0.0,19.0,1.95,PR14,,PR03,,,
P0018,S0096,2017-01-02,0.0,0.0,7.0,1.95,PR14,,PR03,,,
P0018,S0097,2017-01-02,0.0,0.0,37.0,1.95,PR14,,PR03,,,
P0018,S0099,2017-01-02,2.0,3.61,4.0,1.95,PR14,,PR03,,,
P0018,S0102,2017-01-02,0.0,0.0,5.0,1.95,PR14,,PR03,,,
P0018,S0103,2017-01-02,0.0,0.0,9.0,1.95,PR14,,PR03,,,
P0018,S0104,2017-01-02,0.0,0.0,78.0,1.95,PR14,,PR03,,,
P0018,S0105,2017-01-02,0.0,0.0,27.0,1.95,PR14,,PR03,,,
P0018,S0106,2017-01-02,0.0,0.0,25.0,1.95,PR14,,PR03,,,
P0018,S0107,2017-01-02,0.0,0.0,24.0,1.95,PR14,,PR03,,,
P0018,S0108,2017-01-02,0.0,0.0,6.0,1.95,PR14,,PR03,,,
P0018,S0110,2017-01-02,0.0,0.0,31.0,1.95,PR14,,PR03,,,
P0018,S0112,2017-01-02,1.0,1.81,0.0,,PR14,,PR03,,,
